"The temperature is 29.8°„C, humidity is 59.1%, PM2.5 is 5.2 ¶Ãg/m3, PM10 is 17.9 ¶Ãg/m3, NO? is 18.9 ¶Ãg/m3, SO? is 9.2 ¶Ãg/m3, CO is 1.72 ppm, the proximity to industrial areas is 6.3 km, and the population density is 319 people/km2."
"The temperature is 28.4°„C, humidity is 48.0%, PM2.5 is 11.1 ¶Ãg/m3, PM10 is 17.7 ¶Ãg/m3, NO? is 15.1 ¶Ãg/m3, SO? is 7.6 ¶Ãg/m3, CO is 1.06 ppm, the proximity to industrial areas is 16.4 km, and the population density is 334 people/km2."
"The temperature is 34.5°„C, humidity is 86.1%, PM2.5 is 9.0 ¶Ãg/m3, PM10 is 21.6 ¶Ãg/m3, NO? is 39.1 ¶Ãg/m3, SO? is 7.5 ¶Ãg/m3, CO is 1.79 ppm, the proximity to industrial areas is 5.2 km, and the population density is 450 people/km2."
"The temperature is 20.4°„C, humidity is 52.8%, PM2.5 is 11.7 ¶Ãg/m3, PM10 is 16.7 ¶Ãg/m3, NO? is 24.4 ¶Ãg/m3, SO? is 2.3 ¶Ãg/m3, CO is 1.05 ppm, the proximity to industrial areas is 10.1 km, and the population density is 430 people/km2."
"The temperature is 30.9°„C, humidity is 92.2%, PM2.5 is 10.7 ¶Ãg/m3, PM10 is 19.0 ¶Ãg/m3, NO? is 38.1 ¶Ãg/m3, SO? is 9.6 ¶Ãg/m3, CO is 2.55 ppm, the proximity to industrial areas is 4.8 km, and the population density is 429 people/km2."
"The temperature is 23.4°„C, humidity is 54.7%, PM2.5 is 10.2 ¶Ãg/m3, PM10 is 12.8 ¶Ãg/m3, NO? is 11.4 ¶Ãg/m3, SO? is 4.5 ¶Ãg/m3, CO is 1.13 ppm, the proximity to industrial areas is 10.9 km, and the population density is 362 people/km2."
"The temperature is 28.8°„C, humidity is 76.6%, PM2.5 is 124.1 ¶Ãg/m3, PM10 is 135.5 ¶Ãg/m3, NO? is 32.0 ¶Ãg/m3, SO? is 10.0 ¶Ãg/m3, CO is 2.02 ppm, the proximity to industrial areas is 5.0 km, and the population density is 566 people/km2."
"The temperature is 36.4°„C, humidity is 80.3%, PM2.5 is 103.0 ¶Ãg/m3, PM10 is 106.4 ¶Ãg/m3, NO? is 26.5 ¶Ãg/m3, SO? is 22.3 ¶Ãg/m3, CO is 2.38 ppm, the proximity to industrial areas is 3.7 km, and the population density is 844 people/km2."
"The temperature is 29.8°„C, humidity is 75.8%, PM2.5 is 1.1 ¶Ãg/m3, PM10 is 19.5 ¶Ãg/m3, NO? is 29.7 ¶Ãg/m3, SO? is 4.0 ¶Ãg/m3, CO is 1.78 ppm, the proximity to industrial areas is 6.3 km, and the population density is 402 people/km2."
"The temperature is 24.2°„C, humidity is 55.9%, PM2.5 is 8.4 ¶Ãg/m3, PM10 is 10.9 ¶Ãg/m3, NO? is 17.2 ¶Ãg/m3, SO? is 7.2 ¶Ãg/m3, CO is 0.96 ppm, the proximity to industrial areas is 14.8 km, and the population density is 497 people/km2."
"The temperature is 32.1°„C, humidity is 54.6%, PM2.5 is 3.8 ¶Ãg/m3, PM10 is 13.6 ¶Ãg/m3, NO? is 28.1 ¶Ãg/m3, SO? is 20.3 ¶Ãg/m3, CO is 1.54 ppm, the proximity to industrial areas is 5.2 km, and the population density is 701 people/km2."
"The temperature is 31.6°„C, humidity is 97.6%, PM2.5 is 85.9 ¶Ãg/m3, PM10 is 101.9 ¶Ãg/m3, NO? is 45.0 ¶Ãg/m3, SO? is 25.8 ¶Ãg/m3, CO is 1.82 ppm, the proximity to industrial areas is 7.4 km, and the population density is 804 people/km2."
"The temperature is 23.3°„C, humidity is 42.6%, PM2.5 is 7.4 ¶Ãg/m3, PM10 is 10.6 ¶Ãg/m3, NO? is 23.7 ¶Ãg/m3, SO? is 5.2 ¶Ãg/m3, CO is 1.14 ppm, the proximity to industrial areas is 13.4 km, and the population density is 292 people/km2."
"The temperature is 26.7°„C, humidity is 100.1%, PM2.5 is 3.9 ¶Ãg/m3, PM10 is 18.1 ¶Ãg/m3, NO? is 30.7 ¶Ãg/m3, SO? is 15.5 ¶Ãg/m3, CO is 1.62 ppm, the proximity to industrial areas is 3.7 km, and the population density is 457 people/km2."
"The temperature is 31.3°„C, humidity is 100.3%, PM2.5 is 7.0 ¶Ãg/m3, PM10 is 26.4 ¶Ãg/m3, NO? is 30.4 ¶Ãg/m3, SO? is 20.2 ¶Ãg/m3, CO is 2.19 ppm, the proximity to industrial areas is 4.2 km, and the population density is 770 people/km2."
"The temperature is 29.6°„C, humidity is 83.0%, PM2.5 is 4.0 ¶Ãg/m3, PM10 is 14.1 ¶Ãg/m3, NO? is 22.2 ¶Ãg/m3, SO? is 3.2 ¶Ãg/m3, CO is 1.05 ppm, the proximity to industrial areas is 11.9 km, and the population density is 225 people/km2."
"The temperature is 25.3°„C, humidity is 83.3%, PM2.5 is 33.9 ¶Ãg/m3, PM10 is 44.0 ¶Ãg/m3, NO? is 35.9 ¶Ãg/m3, SO? is 9.1 ¶Ãg/m3, CO is 1.41 ppm, the proximity to industrial areas is 6.2 km, and the population density is 488 people/km2."
"The temperature is 26.4°„C, humidity is 60.3%, PM2.5 is 6.5 ¶Ãg/m3, PM10 is 13.2 ¶Ãg/m3, NO? is 21.8 ¶Ãg/m3, SO? is 5.1 ¶Ãg/m3, CO is 0.88 ppm, the proximity to industrial areas is 11.1 km, and the population density is 412 people/km2."
"The temperature is 23.9°„C, humidity is 61.4%, PM2.5 is 28.2 ¶Ãg/m3, PM10 is 40.3 ¶Ãg/m3, NO? is 37.0 ¶Ãg/m3, SO? is 11.3 ¶Ãg/m3, CO is 1.56 ppm, the proximity to industrial areas is 6.9 km, and the population density is 559 people/km2."
"The temperature is 23.9°„C, humidity is 61.8%, PM2.5 is 3.2 ¶Ãg/m3, PM10 is 9.9 ¶Ãg/m3, NO? is 18.6 ¶Ãg/m3, SO? is 5.2 ¶Ãg/m3, CO is 0.93 ppm, the proximity to industrial areas is 13.6 km, and the population density is 438 people/km2."
"The temperature is 32.5°„C, humidity is 71.3%, PM2.5 is 11.8 ¶Ãg/m3, PM10 is 30.9 ¶Ãg/m3, NO? is 26.1 ¶Ãg/m3, SO? is 23.5 ¶Ãg/m3, CO is 2.16 ppm, the proximity to industrial areas is 5.4 km, and the population density is 730 people/km2."
"The temperature is 38.7°„C, humidity is 71.9%, PM2.5 is 5.4 ¶Ãg/m3, PM10 is 31.0 ¶Ãg/m3, NO? is 50.3 ¶Ãg/m3, SO? is 15.6 ¶Ãg/m3, CO is 2.81 ppm, the proximity to industrial areas is 6.4 km, and the population density is 503 people/km2."
"The temperature is 32.4°„C, humidity is 83.3%, PM2.5 is 2.3 ¶Ãg/m3, PM10 is 18.4 ¶Ãg/m3, NO? is 30.9 ¶Ãg/m3, SO? is 15.1 ¶Ãg/m3, CO is 1.54 ppm, the proximity to industrial areas is 5.0 km, and the population density is 355 people/km2."
"The temperature is 26.7°„C, humidity is 71.3%, PM2.5 is 6.2 ¶Ãg/m3, PM10 is 12.7 ¶Ãg/m3, NO? is 23.6 ¶Ãg/m3, SO? is 5.9 ¶Ãg/m3, CO is 1.04 ppm, the proximity to industrial areas is 11.1 km, and the population density is 389 people/km2."
"The temperature is 50.9°„C, humidity is 79.9%, PM2.5 is 22.5 ¶Ãg/m3, PM10 is 52.0 ¶Ãg/m3, NO? is 38.2 ¶Ãg/m3, SO? is 9.0 ¶Ãg/m3, CO is 2.65 ppm, the proximity to industrial areas is 8.4 km, and the population density is 611 people/km2."
"The temperature is 34.7°„C, humidity is 88.9%, PM2.5 is 8.9 ¶Ãg/m3, PM10 is 16.1 ¶Ãg/m3, NO? is 33.3 ¶Ãg/m3, SO? is 8.5 ¶Ãg/m3, CO is 1.19 ppm, the proximity to industrial areas is 6.0 km, and the population density is 447 people/km2."
"The temperature is 33.5°„C, humidity is 56.1%, PM2.5 is 0.1 ¶Ãg/m3, PM10 is 8.8 ¶Ãg/m3, NO? is 31.2 ¶Ãg/m3, SO? is 5.7 ¶Ãg/m3, CO is 1.41 ppm, the proximity to industrial areas is 5.6 km, and the population density is 351 people/km2."
"The temperature is 26.0°„C, humidity is 54.9%, PM2.5 is 16.6 ¶Ãg/m3, PM10 is 22.4 ¶Ãg/m3, NO? is 21.3 ¶Ãg/m3, SO? is 7.0 ¶Ãg/m3, CO is 1.02 ppm, the proximity to industrial areas is 12.2 km, and the population density is 210 people/km2."
"The temperature is 28.2°„C, humidity is 68.1%, PM2.5 is 7.2 ¶Ãg/m3, PM10 is 9.1 ¶Ãg/m3, NO? is 20.8 ¶Ãg/m3, SO? is 4.7 ¶Ãg/m3, CO is 1.07 ppm, the proximity to industrial areas is 10.2 km, and the population density is 379 people/km2."
"The temperature is 23.4°„C, humidity is 42.5%, PM2.5 is 1.9 ¶Ãg/m3, PM10 is 6.4 ¶Ãg/m3, NO? is 20.6 ¶Ãg/m3, SO? is 4.3 ¶Ãg/m3, CO is 1.19 ppm, the proximity to industrial areas is 11.3 km, and the population density is 493 people/km2."
"The temperature is 25.6°„C, humidity is 52.6%, PM2.5 is 1.9 ¶Ãg/m3, PM10 is 3.6 ¶Ãg/m3, NO? is 13.5 ¶Ãg/m3, SO? is 6.2 ¶Ãg/m3, CO is 1.07 ppm, the proximity to industrial areas is 11.4 km, and the population density is 492 people/km2."
"The temperature is 22.5°„C, humidity is 41.5%, PM2.5 is 0.3 ¶Ãg/m3, PM10 is 7.1 ¶Ãg/m3, NO? is 17.3 ¶Ãg/m3, SO? is 3.2 ¶Ãg/m3, CO is 1.01 ppm, the proximity to industrial areas is 11.4 km, and the population density is 212 people/km2."
"The temperature is 33.5°„C, humidity is 75.7%, PM2.5 is 2.3 ¶Ãg/m3, PM10 is 18.1 ¶Ãg/m3, NO? is 29.4 ¶Ãg/m3, SO? is 10.1 ¶Ãg/m3, CO is 1.45 ppm, the proximity to industrial areas is 6.0 km, and the population density is 633 people/km2."
"The temperature is 47.2°„C, humidity is 78.4%, PM2.5 is 17.9 ¶Ãg/m3, PM10 is 46.0 ¶Ãg/m3, NO? is 42.9 ¶Ãg/m3, SO? is 21.1 ¶Ãg/m3, CO is 2.36 ppm, the proximity to industrial areas is 2.8 km, and the population density is 517 people/km2."
"The temperature is 35.8°„C, humidity is 60.1%, PM2.5 is 2.9 ¶Ãg/m3, PM10 is 13.9 ¶Ãg/m3, NO? is 22.2 ¶Ãg/m3, SO? is 14.5 ¶Ãg/m3, CO is 1.59 ppm, the proximity to industrial areas is 7.7 km, and the population density is 661 people/km2."
"The temperature is 29.5°„C, humidity is 72.7%, PM2.5 is 9.3 ¶Ãg/m3, PM10 is 25.0 ¶Ãg/m3, NO? is 21.2 ¶Ãg/m3, SO? is 9.7 ¶Ãg/m3, CO is 1.59 ppm, the proximity to industrial areas is 7.5 km, and the population density is 404 people/km2."
"The temperature is 31.7°„C, humidity is 47.3%, PM2.5 is 1.2 ¶Ãg/m3, PM10 is 6.9 ¶Ãg/m3, NO? is 11.5 ¶Ãg/m3, SO? is 5.5 ¶Ãg/m3, CO is 1.18 ppm, the proximity to industrial areas is 15.7 km, and the population density is 451 people/km2."
"The temperature is 21.5°„C, humidity is 73.3%, PM2.5 is 1.8 ¶Ãg/m3, PM10 is 8.5 ¶Ãg/m3, NO? is 18.6 ¶Ãg/m3, SO? is 8.3 ¶Ãg/m3, CO is 0.94 ppm, the proximity to industrial areas is 13.1 km, and the population density is 207 people/km2."
"The temperature is 40.0°„C, humidity is 66.1%, PM2.5 is 21.7 ¶Ãg/m3, PM10 is 41.3 ¶Ãg/m3, NO? is 28.1 ¶Ãg/m3, SO? is 2.7 ¶Ãg/m3, CO is 1.66 ppm, the proximity to industrial areas is 5.9 km, and the population density is 745 people/km2."
"The temperature is 39.1°„C, humidity is 82.4%, PM2.5 is 24.3 ¶Ãg/m3, PM10 is 49.8 ¶Ãg/m3, NO? is 28.2 ¶Ãg/m3, SO? is 11.5 ¶Ãg/m3, CO is 2.03 ppm, the proximity to industrial areas is 8.5 km, and the population density is 818 people/km2."
"The temperature is 27.2°„C, humidity is 43.8%, PM2.5 is 18.4 ¶Ãg/m3, PM10 is 23.1 ¶Ãg/m3, NO? is 21.5 ¶Ãg/m3, SO? is 2.6 ¶Ãg/m3, CO is 1.03 ppm, the proximity to industrial areas is 12.1 km, and the population density is 253 people/km2."
"The temperature is 39.6°„C, humidity is 96.2%, PM2.5 is 47.1 ¶Ãg/m3, PM10 is 65.4 ¶Ãg/m3, NO? is 35.8 ¶Ãg/m3, SO? is 17.1 ¶Ãg/m3, CO is 2.03 ppm, the proximity to industrial areas is 5.2 km, and the population density is 661 people/km2."
"The temperature is 40.2°„C, humidity is 91.9%, PM2.5 is 22.3 ¶Ãg/m3, PM10 is 34.2 ¶Ãg/m3, NO? is 43.7 ¶Ãg/m3, SO? is 17.4 ¶Ãg/m3, CO is 2.07 ppm, the proximity to industrial areas is 3.1 km, and the population density is 900 people/km2."
"The temperature is 26.4°„C, humidity is 77.1%, PM2.5 is 20.6 ¶Ãg/m3, PM10 is 24.8 ¶Ãg/m3, NO? is 24.1 ¶Ãg/m3, SO? is 12.4 ¶Ãg/m3, CO is 1.46 ppm, the proximity to industrial areas is 6.7 km, and the population density is 576 people/km2."
"The temperature is 47.4°„C, humidity is 93.1%, PM2.5 is 72.7 ¶Ãg/m3, PM10 is 96.6 ¶Ãg/m3, NO? is 34.3 ¶Ãg/m3, SO? is 14.9 ¶Ãg/m3, CO is 2.54 ppm, the proximity to industrial areas is 5.7 km, and the population density is 797 people/km2."
"The temperature is 29.7°„C, humidity is 74.4%, PM2.5 is 0.6 ¶Ãg/m3, PM10 is 6.0 ¶Ãg/m3, NO? is 22.4 ¶Ãg/m3, SO? is 3.5 ¶Ãg/m3, CO is 0.74 ppm, the proximity to industrial areas is 11.6 km, and the population density is 583 people/km2."
"The temperature is 25.2°„C, humidity is 63.2%, PM2.5 is 8.9 ¶Ãg/m3, PM10 is 19.6 ¶Ãg/m3, NO? is 41.7 ¶Ãg/m3, SO? is 9.9 ¶Ãg/m3, CO is 2.14 ppm, the proximity to industrial areas is 5.1 km, and the population density is 473 people/km2."
"The temperature is 25.0°„C, humidity is 75.7%, PM2.5 is 4.7 ¶Ãg/m3, PM10 is 9.3 ¶Ãg/m3, NO? is 21.2 ¶Ãg/m3, SO? is 5.2 ¶Ãg/m3, CO is 1.15 ppm, the proximity to industrial areas is 16.0 km, and the population density is 541 people/km2."
"The temperature is 30.8°„C, humidity is 67.6%, PM2.5 is 6.0 ¶Ãg/m3, PM10 is 15.4 ¶Ãg/m3, NO? is 29.2 ¶Ãg/m3, SO? is 6.0 ¶Ãg/m3, CO is 1.42 ppm, the proximity to industrial areas is 8.7 km, and the population density is 564 people/km2."
"The temperature is 30.2°„C, humidity is 56.8%, PM2.5 is 0.2 ¶Ãg/m3, PM10 is 4.7 ¶Ãg/m3, NO? is 24.6 ¶Ãg/m3, SO? is 10.2 ¶Ãg/m3, CO is 1.49 ppm, the proximity to industrial areas is 5.3 km, and the population density is 696 people/km2."
"The temperature is 21.5°„C, humidity is 74.6%, PM2.5 is 0.3 ¶Ãg/m3, PM10 is 8.1 ¶Ãg/m3, NO? is 15.9 ¶Ãg/m3, SO? is 6.3 ¶Ãg/m3, CO is 1.02 ppm, the proximity to industrial areas is 15.6 km, and the population density is 381 people/km2."
"The temperature is 33.1°„C, humidity is 84.4%, PM2.5 is 3.7 ¶Ãg/m3, PM10 is 9.5 ¶Ãg/m3, NO? is 17.2 ¶Ãg/m3, SO? is 8.9 ¶Ãg/m3, CO is 1.61 ppm, the proximity to industrial areas is 5.7 km, and the population density is 504 people/km2."
"The temperature is 24.1°„C, humidity is 47.5%, PM2.5 is 22.8 ¶Ãg/m3, PM10 is 26.0 ¶Ãg/m3, NO? is 26.5 ¶Ãg/m3, SO? is 4.1 ¶Ãg/m3, CO is 0.91 ppm, the proximity to industrial areas is 12.2 km, and the population density is 406 people/km2."
"The temperature is 35.4°„C, humidity is 84.6%, PM2.5 is 34.1 ¶Ãg/m3, PM10 is 42.9 ¶Ãg/m3, NO? is 23.9 ¶Ãg/m3, SO? is 9.4 ¶Ãg/m3, CO is 1.63 ppm, the proximity to industrial areas is 9.1 km, and the population density is 629 people/km2."
"The temperature is 25.8°„C, humidity is 76.6%, PM2.5 is 8.6 ¶Ãg/m3, PM10 is 16.5 ¶Ãg/m3, NO? is 22.4 ¶Ãg/m3, SO? is 6.2 ¶Ãg/m3, CO is 0.99 ppm, the proximity to industrial areas is 16.7 km, and the population density is 514 people/km2."
"The temperature is 24.7°„C, humidity is 51.4%, PM2.5 is 18.6 ¶Ãg/m3, PM10 is 23.5 ¶Ãg/m3, NO? is 17.1 ¶Ãg/m3, SO? is 5.5 ¶Ãg/m3, CO is 1.01 ppm, the proximity to industrial areas is 12.1 km, and the population density is 443 people/km2."
"The temperature is 23.1°„C, humidity is 100.8%, PM2.5 is 7.4 ¶Ãg/m3, PM10 is 30.0 ¶Ãg/m3, NO? is 28.5 ¶Ãg/m3, SO? is 16.3 ¶Ãg/m3, CO is 1.8 ppm, the proximity to industrial areas is 7.2 km, and the population density is 711 people/km2."
"The temperature is 54.6°„C, humidity is 90.7%, PM2.5 is 48.9 ¶Ãg/m3, PM10 is 62.9 ¶Ãg/m3, NO? is 30.1 ¶Ãg/m3, SO? is 11.5 ¶Ãg/m3, CO is 2.74 ppm, the proximity to industrial areas is 3.7 km, and the population density is 617 people/km2."
"The temperature is 35.9°„C, humidity is 87.0%, PM2.5 is 26.4 ¶Ãg/m3, PM10 is 34.1 ¶Ãg/m3, NO? is 29.2 ¶Ãg/m3, SO? is 17.2 ¶Ãg/m3, CO is 1.33 ppm, the proximity to industrial areas is 6.5 km, and the population density is 619 people/km2."
"The temperature is 30.5°„C, humidity is 75.1%, PM2.5 is 21.5 ¶Ãg/m3, PM10 is 34.0 ¶Ãg/m3, NO? is 25.6 ¶Ãg/m3, SO? is 7.6 ¶Ãg/m3, CO is 1.21 ppm, the proximity to industrial areas is 6.1 km, and the population density is 401 people/km2."
"The temperature is 32.0°„C, humidity is 48.8%, PM2.5 is 0.7 ¶Ãg/m3, PM10 is 15.8 ¶Ãg/m3, NO? is 16.9 ¶Ãg/m3, SO? is 8.6 ¶Ãg/m3, CO is 1.65 ppm, the proximity to industrial areas is 5.2 km, and the population density is 662 people/km2."
"The temperature is 28.3°„C, humidity is 52.1%, PM2.5 is 5.1 ¶Ãg/m3, PM10 is 9.8 ¶Ãg/m3, NO? is 19.3 ¶Ãg/m3, SO? is 2.7 ¶Ãg/m3, CO is 0.9 ppm, the proximity to industrial areas is 10.9 km, and the population density is 271 people/km2."
"The temperature is 31.2°„C, humidity is 75.9%, PM2.5 is 57.6 ¶Ãg/m3, PM10 is 80.4 ¶Ãg/m3, NO? is 38.9 ¶Ãg/m3, SO? is 28.6 ¶Ãg/m3, CO is 2.15 ppm, the proximity to industrial areas is 3.4 km, and the population density is 463 people/km2."
"The temperature is 27.5°„C, humidity is 55.1%, PM2.5 is 3.8 ¶Ãg/m3, PM10 is 14.9 ¶Ãg/m3, NO? is 20.3 ¶Ãg/m3, SO? is 5.2 ¶Ãg/m3, CO is 1.38 ppm, the proximity to industrial areas is 6.3 km, and the population density is 629 people/km2."
"The temperature is 42.7°„C, humidity is 63.3%, PM2.5 is 82.1 ¶Ãg/m3, PM10 is 103.4 ¶Ãg/m3, NO? is 45.4 ¶Ãg/m3, SO? is 29.3 ¶Ãg/m3, CO is 2.26 ppm, the proximity to industrial areas is 7.4 km, and the population density is 747 people/km2."
"The temperature is 30.2°„C, humidity is 77.2%, PM2.5 is 34.4 ¶Ãg/m3, PM10 is 44.0 ¶Ãg/m3, NO? is 33.6 ¶Ãg/m3, SO? is 12.7 ¶Ãg/m3, CO is 1.34 ppm, the proximity to industrial areas is 6.4 km, and the population density is 372 people/km2."
"The temperature is 36.0°„C, humidity is 70.7%, PM2.5 is 69.5 ¶Ãg/m3, PM10 is 78.1 ¶Ãg/m3, NO? is 29.1 ¶Ãg/m3, SO? is 16.2 ¶Ãg/m3, CO is 2.28 ppm, the proximity to industrial areas is 7.2 km, and the population density is 420 people/km2."
"The temperature is 36.5°„C, humidity is 103.6%, PM2.5 is 19.1 ¶Ãg/m3, PM10 is 50.4 ¶Ãg/m3, NO? is 49.3 ¶Ãg/m3, SO? is 7.4 ¶Ãg/m3, CO is 2.15 ppm, the proximity to industrial areas is 3.3 km, and the population density is 879 people/km2."
"The temperature is 26.3°„C, humidity is 54.7%, PM2.5 is 2.0 ¶Ãg/m3, PM10 is 8.2 ¶Ãg/m3, NO? is 27.9 ¶Ãg/m3, SO? is 3.4 ¶Ãg/m3, CO is 1.05 ppm, the proximity to industrial areas is 17.0 km, and the population density is 330 people/km2."
"The temperature is 53.1°„C, humidity is 70.2%, PM2.5 is 60.3 ¶Ãg/m3, PM10 is 81.9 ¶Ãg/m3, NO? is 32.2 ¶Ãg/m3, SO? is 16.0 ¶Ãg/m3, CO is 2.28 ppm, the proximity to industrial areas is 2.7 km, and the population density is 526 people/km2."
"The temperature is 26.5°„C, humidity is 52.8%, PM2.5 is 1.2 ¶Ãg/m3, PM10 is 10.0 ¶Ãg/m3, NO? is 26.5 ¶Ãg/m3, SO? is 3.4 ¶Ãg/m3, CO is 0.91 ppm, the proximity to industrial areas is 12.1 km, and the population density is 377 people/km2."
"The temperature is 20.3°„C, humidity is 66.8%, PM2.5 is 18.9 ¶Ãg/m3, PM10 is 21.1 ¶Ãg/m3, NO? is 25.5 ¶Ãg/m3, SO? is 5.0 ¶Ãg/m3, CO is 0.96 ppm, the proximity to industrial areas is 11.3 km, and the population density is 416 people/km2."
"The temperature is 30.0°„C, humidity is 66.1%, PM2.5 is 17.3 ¶Ãg/m3, PM10 is 25.3 ¶Ãg/m3, NO? is 30.5 ¶Ãg/m3, SO? is 6.0 ¶Ãg/m3, CO is 1.55 ppm, the proximity to industrial areas is 8.0 km, and the population density is 482 people/km2."
"The temperature is 32.0°„C, humidity is 79.0%, PM2.5 is 117.8 ¶Ãg/m3, PM10 is 127.8 ¶Ãg/m3, NO? is 39.4 ¶Ãg/m3, SO? is 28.4 ¶Ãg/m3, CO is 2.75 ppm, the proximity to industrial areas is 9.2 km, and the population density is 774 people/km2."
"The temperature is 26.2°„C, humidity is 41.0%, PM2.5 is 0.3 ¶Ãg/m3, PM10 is 6.4 ¶Ãg/m3, NO? is 23.4 ¶Ãg/m3, SO? is 7.3 ¶Ãg/m3, CO is 1.05 ppm, the proximity to industrial areas is 10.5 km, and the population density is 432 people/km2."
"The temperature is 24.6°„C, humidity is 46.5%, PM2.5 is 5.9 ¶Ãg/m3, PM10 is 13.0 ¶Ãg/m3, NO? is 14.2 ¶Ãg/m3, SO? is 6.7 ¶Ãg/m3, CO is 0.96 ppm, the proximity to industrial areas is 10.5 km, and the population density is 547 people/km2."
"The temperature is 24.3°„C, humidity is 72.9%, PM2.5 is 1.9 ¶Ãg/m3, PM10 is 10.4 ¶Ãg/m3, NO? is 22.7 ¶Ãg/m3, SO? is 2.1 ¶Ãg/m3, CO is 0.89 ppm, the proximity to industrial areas is 10.8 km, and the population density is 300 people/km2."
"The temperature is 22.7°„C, humidity is 70.9%, PM2.5 is 15.8 ¶Ãg/m3, PM10 is 19.6 ¶Ãg/m3, NO? is 17.4 ¶Ãg/m3, SO? is 5.6 ¶Ãg/m3, CO is 0.99 ppm, the proximity to industrial areas is 11.4 km, and the population density is 516 people/km2."
"The temperature is 23.8°„C, humidity is 57.9%, PM2.5 is 21.9 ¶Ãg/m3, PM10 is 27.3 ¶Ãg/m3, NO? is 21.9 ¶Ãg/m3, SO? is 4.3 ¶Ãg/m3, CO is 1.02 ppm, the proximity to industrial areas is 11.1 km, and the population density is 336 people/km2."
"The temperature is 24.3°„C, humidity is 69.1%, PM2.5 is 60.1 ¶Ãg/m3, PM10 is 76.5 ¶Ãg/m3, NO? is 21.4 ¶Ãg/m3, SO? is 9.2 ¶Ãg/m3, CO is 1.44 ppm, the proximity to industrial areas is 5.7 km, and the population density is 512 people/km2."
"The temperature is 32.7°„C, humidity is 94.8%, PM2.5 is 7.8 ¶Ãg/m3, PM10 is 15.2 ¶Ãg/m3, NO? is 34.1 ¶Ãg/m3, SO? is 9.8 ¶Ãg/m3, CO is 1.63 ppm, the proximity to industrial areas is 5.4 km, and the population density is 392 people/km2."
"The temperature is 29.0°„C, humidity is 51.7%, PM2.5 is 8.4 ¶Ãg/m3, PM10 is 13.0 ¶Ãg/m3, NO? is 16.5 ¶Ãg/m3, SO? is 5.0 ¶Ãg/m3, CO is 1.01 ppm, the proximity to industrial areas is 10.1 km, and the population density is 226 people/km2."
"The temperature is 27.7°„C, humidity is 69.1%, PM2.5 is 13.6 ¶Ãg/m3, PM10 is 19.1 ¶Ãg/m3, NO? is 21.6 ¶Ãg/m3, SO? is 4.6 ¶Ãg/m3, CO is 1.07 ppm, the proximity to industrial areas is 10.5 km, and the population density is 231 people/km2."
"The temperature is 24.6°„C, humidity is 64.6%, PM2.5 is 17.1 ¶Ãg/m3, PM10 is 20.3 ¶Ãg/m3, NO? is 20.5 ¶Ãg/m3, SO? is 6.7 ¶Ãg/m3, CO is 0.9 ppm, the proximity to industrial areas is 10.5 km, and the population density is 355 people/km2."
"The temperature is 21.9°„C, humidity is 77.4%, PM2.5 is 21.1 ¶Ãg/m3, PM10 is 27.8 ¶Ãg/m3, NO? is 21.1 ¶Ãg/m3, SO? is 4.5 ¶Ãg/m3, CO is 1.03 ppm, the proximity to industrial areas is 10.0 km, and the population density is 384 people/km2."
"The temperature is 23.7°„C, humidity is 75.4%, PM2.5 is 8.4 ¶Ãg/m3, PM10 is 15.0 ¶Ãg/m3, NO? is 24.2 ¶Ãg/m3, SO? is 2.6 ¶Ãg/m3, CO is 1.01 ppm, the proximity to industrial areas is 11.5 km, and the population density is 275 people/km2."
"The temperature is 26.7°„C, humidity is 41.8%, PM2.5 is 1.5 ¶Ãg/m3, PM10 is 6.5 ¶Ãg/m3, NO? is 25.5 ¶Ãg/m3, SO? is 2.5 ¶Ãg/m3, CO is 1.07 ppm, the proximity to industrial areas is 10.5 km, and the population density is 303 people/km2."
"The temperature is 32.8°„C, humidity is 81.0%, PM2.5 is 13.6 ¶Ãg/m3, PM10 is 22.2 ¶Ãg/m3, NO? is 35.2 ¶Ãg/m3, SO? is 7.3 ¶Ãg/m3, CO is 1.31 ppm, the proximity to industrial areas is 9.1 km, and the population density is 534 people/km2."
"The temperature is 28.9°„C, humidity is 109.5%, PM2.5 is 3.6 ¶Ãg/m3, PM10 is 21.7 ¶Ãg/m3, NO? is 62.1 ¶Ãg/m3, SO? is 13.5 ¶Ãg/m3, CO is 2.35 ppm, the proximity to industrial areas is 2.7 km, and the population density is 678 people/km2."
"The temperature is 29.7°„C, humidity is 80.8%, PM2.5 is 7.3 ¶Ãg/m3, PM10 is 14.8 ¶Ãg/m3, NO? is 30.4 ¶Ãg/m3, SO? is 7.2 ¶Ãg/m3, CO is 1.73 ppm, the proximity to industrial areas is 8.4 km, and the population density is 606 people/km2."
"The temperature is 20.0°„C, humidity is 79.1%, PM2.5 is 1.4 ¶Ãg/m3, PM10 is 3.5 ¶Ãg/m3, NO? is 22.5 ¶Ãg/m3, SO? is 4.8 ¶Ãg/m3, CO is 0.89 ppm, the proximity to industrial areas is 10.3 km, and the population density is 407 people/km2."
"The temperature is 32.9°„C, humidity is 66.9%, PM2.5 is 5.2 ¶Ãg/m3, PM10 is 8.6 ¶Ãg/m3, NO? is 30.6 ¶Ãg/m3, SO? is 14.0 ¶Ãg/m3, CO is 1.47 ppm, the proximity to industrial areas is 10.5 km, and the population density is 485 people/km2."
